corporate_name_S2,revenue,profit,main_customers
Valdez-Kramer,3863115.35,184230.96799340443,Cardenas and Sons
BATES LLC,3921612.51,-89654.15890345204,"Price, Moyer and Mccarthy,Ramirez PLC"
"BROOKS, GARCIA AND BOWMAN",1548254.6,123796.50044391022,"Dawson, Edwards and Castaneda,Burgess-Lewis"
MCDONALD-MURRAY,2789355.31,435754.269787309,Mccann Inc
"MOORE, PALMER AND YORK",2994238.55,186287.04629458074,"Smith-Perez,Hernandez-Foley"
"Craig, Nguyen and Ellis",2864082.55,-43558.509167026874,"Johnson-Rich,Martinez-Gould"
WALLACE LTD,738214.76,-12103.99038918654,"Perry-Clark,Marsh LLC"
SCOTT-RODRIGUEZ,1265981.69,29491.086731577125,"Thompson Inc,Stone and Sons,Harrison, Williams and Carlson"
CLINE LTD,686092.73,-66287.75151797986,"Rodriguez Group,Lucero-Chase"
"Alexander, Vincent and Pacheco.",1680333.76,517102.1053489568,"Murphy LLC,Thomas, Doyle and Rosales,Bullock, Cruz and Williams"
Petty Inc,2400258.61,-26838.166029663316,"Rios-Robertson,Rogers-Stafford"
Griffith LLC.,578300.24,105207.41823207449,"Thomas-Hill,Smith-Wilson,Warren-Ingram"
"Ruiz, Guerrero and Evans.",4715444.83,22748.240369802563,"Little LLC,Oconnor, Conway and Bowman"
BARNES-HUFF,1521134.89,40067.97450633538,"Finley, Johnston and Wilson"
Ward Ltd.,2915397.66,487406.9695224667,"Ritter, Baker and Leon,Hansen PLC,Morris, Morales and Bailey"
Kirk Inc,555753.43,13402.263183888936,"Dominguez, Gonzalez and Davis,Melendez, Alvarado and Phelps,Baldwin PLC"
SANDERS-MORSE,4918204.95,1174152.3208625612,"Webb, Gonzales and Hawkins,Lee, Lopez and Stone"
BURTON-ONEAL,1117785.39,305632.16238261387,"Alvarez, Edwards and Aguirre,Perez, Bailey and Park,Nicholson, Walker and Adams"
STEVENS GROUP,2320685.41,556448.7116187385,"Matthews, Huffman and Arellano,Joseph LLC,Wilson, Madden and Austin"
"GUTIERREZ, MARTIN AND LEE",531701.3,57417.20805758923,Kelly-Mann
PORTER-LOPEZ,3923507.29,629948.1878246298,"Johnson-Stein,Brooks, Jones and Jackson"
"Oliver, White and Robinson.",345199.96,-26807.70200190063,"Aguirre LLC,Rodriguez-Vega,Stone, Mccullough and Jimenez"
HENRY LLC,2803646.27,1063230.4501794043,"Williams, Lewis and Bryant"
Stafford Ltd.,155669.45,32231.8995909356,Thomas and Sons
"BARNETT, MACIAS AND HENDERSON",1081832.56,42377.994279634484,"Juarez Group,Clements PLC,Gonzalez-Holmes"
Harrison Inc,1835307.22,-2684.8019727216024,"Brown, White and Lee"
"Griffith, Johnson and Alexander.",3060429.02,592200.2296661049,"Gardner, Smith and Holloway,Pineda-Newman"
Jennings-Hughes.,4594226.07,896260.8370344038,"Jenkins-Hobbs,Archer and Sons,Gomez, Mcmahon and Fisher"
MURRAY-CHAVEZ,923392.15,227817.71457205666,"Cox, Ford and Huffman,Brooks-Parker,Thomas-Rodriguez"
"Chavez, Conway and Sosa.",936910.96,204013.13077136615,"Schmidt, Fuller and Johnson,Buchanan Inc,Smith Inc"
PHELPS-EDWARDS,943621.91,302895.65697764425,"Cherry Ltd,Blankenship Inc,Taylor Group"
GOMEZ GROUP,2812294.57,637082.8138014557,"Smith, Berry and Turner,Conway Group"
Maxwell Inc,1467528.65,54924.40105125981,"Clark Ltd,Hughes Ltd,Lee, Roth and Erickson"
MARTIN LTD,579891.19,166751.48905627776,"Flores LLC,Becker, Gregory and Jones"
BARNES-JOHNSON,3682583.6,835341.9854844675,Gomez Inc
BENTON LTD,4085475.64,488357.13326488016,Wood Group
"THOMAS, NELSON AND FLORES",1041032.08,3613.797512535059,"Schneider, Fisher and Richardson"
Griffin Group,1625031.54,409551.6303539136,"Schneider LLC,Avila, Williams and Hunt"
Wilson LLC.,4594655.87,1820600.7442762237,"Smith-Cannon,Johnson-Espinoza,Pierce-Williams"
"Johnson, Perez and Henry",3809753.2,907168.0574544705,"Gonzalez-Hurst,Wilson-Mitchell"
Griffin Ltd.,2265438.7,491178.55824410304,Castillo-Carlson
Mckinney-Higgins,3657350.37,472619.74227189523,"Daniels, Ward and Reynolds,King, Taylor and Middleton,Owens, Molina and Hensley"
Bowman Group.,2741079.57,-95123.34126126002,"Henderson LLC,Powell, Wolfe and Evans"
Brooks-Torres.,91243.95,33278.16840328276,"Gilmore, Avery and Cohen"
James Group,4978513.4,1765896.6612572148,"White, Hill and Cunningham,Valdez, Williams and Richards,Black, Thompson and Hayes"
PEREZ-WALLACE,1865500.4,656469.8415165137,Johnson-Graham
"Henderson, Brown and Baker",2151862.39,-117062.18851469948,"Lopez, Gutierrez and Castro"
HARRIS LLC,1138692.4,273276.3406136156,Thomas and Sons
GOODMAN AND SONS,455762.09,138086.07651754716,Turner-Nichols
Scott Inc,2206096.11,576267.6305508744,"Edwards-Taylor,Ward Inc,Boone LLC"
DUNN LLC,1094050.94,381054.0834704376,Davis Ltd
SMITH-ROMERO,1392068.61,-80566.86451319898,"James-Henry,Griffin, Coleman and Kim,Perez-Richardson"
Cummings-Hernandez.,1484754.84,-107964.59330525454,Moore-Anderson
"FLOWERS, BERRY AND RAMIREZ",2973709.54,488114.349843575,"Hodge, Martinez and Johnson"
Greene LLC.,1833408.19,442714.9539682147,"King-Ross,Marshall, Khan and Ford"
MOYER-SANCHEZ,1086557.26,392561.88615799986,"Jones-Rivera,Weeks-Martin"
Thomas Ltd.,2123640.42,214782.24264879915,"Chandler, Knight and Jones,Fitzpatrick Group,Guerrero-Gonzales"
"REID, THOMAS AND GILL",1556435.36,242262.8200804928,Jensen-Krause
Sosa-Scott,1557745.77,184971.4394980356,Gutierrez-Ross
"RIVERA, MILLER AND MARTIN",2272325.49,464500.1468592345,"Mitchell PLC,Rogers PLC"
WATKINS-CASTANEDA,66639.51,9876.406290488414,"Jennings, Serrano and Howard,Miller, Martin and Collins"
"Torres, Valdez and Briggs.",3667349.83,-150257.3364710592,"Allen, Olson and Ortiz"
"BARNETT, POWERS AND DANIEL",3564493.01,671286.1308617513,Best Group
TUCKER LLC,4298205.32,-71175.28713970975,Carrillo-Simon
SMITH-ANDERSON,4601930.46,-48410.15987045984,Martinez-Miranda
"MARSHALL, MARTINEZ AND CONTRERAS",4580115.28,274658.3780837494,Lewis-Lee
"Webb, Willis and Terry",904928.31,273441.2913087799,Atkins-Miller
Ortega-Murillo,1850907.6,84767.02470896987,"Aguilar Inc,Williams LLC"
"Fischer, Durham and Miller.",4988957.71,1436535.3400218454,"Ayers, Jacobson and Wright,Jackson-Wong,Haynes, Garcia and Burnett"
Robinson-Erickson,1172658.73,85852.51371649795,"Chase, Martinez and Fisher,Jacobs, Smith and Wilson,Lee, King and Anderson"
Olsen PLC.,528705.61,87187.38531265612,"Wong, Martinez and Wood"
Taylor-Ramirez.,3507226.08,302484.1750316499,"Downs PLC,May, Thomas and Adams,Boyd-Vaughn"
ATKINS-BLACK,4101614.83,-256698.57086824597,"James PLC,Zamora LLC,Hodge LLC"
BLAKE-PATEL,1465463.36,476945.09317752067,"Wu, Orozco and Davis,Carr Inc"
MOODY-HERRERA,4718337.88,-150722.9475676262,"Smith, Hill and Jackson,Young Inc,White, Wilcox and Gonzalez"
MURRAY-STANLEY,1577026.11,-62500.117600699996,"Jones Group,Hamilton Ltd"
ADAMS PLC,608368.65,-12892.737917705477,"Carpenter, Rojas and Taylor,White, Liu and Lindsey,Odonnell PLC"
"Stephens, Jones and Ryan.",750135.75,191718.71916532546,"Roy Ltd,Miller and Sons"
"MORTON, WILLIS AND MILLER",4102247.18,-53600.51029245289,"Hunter Group,Williams Inc"
Barton Ltd,616051.74,-42609.46979410296,Davenport-Martinez
"PHILLIPS, JACKSON AND DUNCAN",4065607.99,-362245.30043721804,"Price, Gomez and Christensen"
Owens Ltd,848266.15,158576.65535793974,"Stephens PLC,Allen Inc,Shelton, Vasquez and Taylor"
"Morris, Perez and Khan",1776176.83,629036.7684115143,"Sanchez Group,Kennedy-Warner"
"WAGNER, JONES AND HAYES",1482574.76,157147.1471857037,"Meyers Inc,Moore-Bryant,Bentley-Lewis"
SAUNDERS LLC,2101981.76,465223.76745496143,"Howell PLC,Roberts-Mccarty,Allen PLC"
"Mccarthy, Hanson and Garrett.",4564258.31,690100.4647517382,"Lopez and Sons,Deleon-Parsons"
Powell-Castro,4479866.26,1295887.0633209103,May and Sons
"Lewis, Hoffman and Vang",4870159.51,-243180.85344835656,"Reyes, Gray and Russell,Mclean and Sons,Hoffman Group"
Powers Ltd,3822608.12,1429277.9126992882,"Phelps, Hamilton and Myers,Brown-Brown,Gordon-Jones"
WALSH LLC,3693144.45,293204.52261841827,"Lyons, Guzman and Hammond,Johnson-Zuniga,Ferguson, Jones and Lee"
"GARCIA, MORRISON AND SMITH",4940150.99,1683668.5683295086,"Dixon-Dudley,Reynolds LLC"
YOUNG AND SONS,290278.2,58296.9753281323,Navarro-Henry
"Mcdaniel, Kim and Chang",4034162.61,283922.43670017424,Mccullough PLC
Dalton Inc,3874088.83,1252262.1926894055,"Giles-Mcdaniel,Hudson-Oconnor"
"KING, COSTA AND WONG",690893.83,-14680.15147496897,"Ball Ltd,Simpson-Patel"
Weaver-Vincent.,1123953.7,218580.98335399784,Nunez and Sons
SULLIVAN-GREEN,3513022.16,654888.4443354434,"Lynn Group,Baker, Hughes and Horn,Smith-Flores"
Mejia-Mitchell,3201837.4,-153511.7211065526,"Foster Inc,Carter-Rodriguez"
KHAN INC,3468948.62,261005.7094498455,Thomas-Mccarty
"Mooney, Walker and Cole",4423914.47,648284.8359126999,"Martinez PLC,Johns Ltd"
Sims PLC,821655.99,-51883.71827382672,Nguyen PLC
Dixon Ltd,1715622.92,590115.3251548136,"Rios, Levy and Frye"
Martin Group.,3525478.19,407762.6846846572,"Wolf-Lozano,Rodriguez, Henry and Woodard,Taylor-Bean"
HARRIS LLC,958021.45,238162.55355837237,"Roach, Dillon and Johnson,Day and Sons,Mcmahon, Curry and Beck"
TURNER GROUP,488620.45,47127.98345554545,"Ortiz-Goodwin,Brown PLC,Nunez, Wilson and Reyes"
ANDERSON AND SONS,447265.51,139523.87362008836,"Frank-Garcia,Thompson-Davis,Clarke Ltd"
GARRETT-TAYLOR,862452.64,39591.52063686789,Novak Inc
HILL GROUP,2450593.09,564910.7861868907,David-Beasley
Johnson Group.,941048.88,-73111.53449200987,"Gutierrez and Sons,Heath PLC"
"LANDRY, RODRIGUEZ AND FLORES",317580.45,87689.54246939342,"Elliott-Tate,Richardson-Orozco,Dean-Wood"
"Rhodes, Bolton and Watson.",4853820.63,945831.1228548676,"Sparks, Spencer and Garcia,Hill-Harding,Martin-Black"
Smith Group,2386548.78,-144439.83914341126,"Sims-Johnson,Pope Inc,Chapman-Estrada"
Sloan Inc,610206.56,170000.11692463644,Jennings-Cervantes
Martin-Jordan.,1017577.21,316753.4858105036,"Ortega, Johnson and Pratt"
"Green, Atkinson and Winters",444266.93,79160.41542977818,"Hayes LLC,Palmer, Ho and Duncan,Compton-Brooks"
Ryan Inc,3934887.69,832342.7176805001,"Goodwin, Lane and Duarte,Beck-Williams,Chapman and Sons"
"WILSON, CONWAY AND DAVIS",2943791.33,821873.2566217325,"Santiago, Sanders and Carter"
KLINE-PETERSON,3048721.14,-247760.92316467338,"Terry LLC,French Group"
Bruce-Harrison.,203524.84,70172.74077751252,"Dean-Ellison,Bennett, Baker and Henderson"
Werner-Lara.,1561637.0,501946.49343330617,"Fisher and Sons,Daugherty-Holland,Robertson LLC"
Watson-Brown.,3872414.19,234026.08968302116,"Wilkins LLC,Henderson-Diaz,Morgan-Stafford"
"HAYES, BENTON AND TATE",1064838.61,332213.3725273653,"Thompson LLC,Richmond Group,Brandt-Mendoza"
MURPHY-REID,4166320.37,1326924.4535680143,Alvarez PLC
COLE PLC,1003557.76,84475.44166430958,"Hensley PLC,Adkins, James and King"
ANDERSON-HARRIS,162510.33,14013.815165567039,"Velasquez Inc,Hall Inc,Brown PLC"
LAWRENCE INC,4189892.31,122889.38887047644,"Stein Group,Evans-Miller,Padilla and Sons"
SMITH-GRIFFIN,4270568.42,1238102.1320544647,"Hamilton, Peters and Hurst"
"WILSON, RICE AND FLEMING",2053440.91,-184755.92538426566,"Gibson-Richmond,Ray, Guerra and Lopez,Turner Inc"
Martinez LLC.,2124795.94,187487.16224754308,"Smith-Davis,Pearson, Gaines and Black"
BARKER LTD,2607983.11,552378.7720742095,"Manning and Sons,Brown-Hudson,Williams Group"
Pacheco PLC.,2811671.02,553579.4231714569,"Cooper-Larson,Frye-Miranda"
HUFF-DAVIS,1389651.42,86948.45370427749,"Mcdonald LLC,Arellano Ltd"
Kim-Warren,4499438.35,1362047.0810955006,"Morse-Salinas,Costa, Evans and Herman,Williams, Cook and Griffin"
Mcintosh-Bush.,4987370.81,148190.4289354365,"Barajas Group,Pugh, Davis and Andersen"
Mejia-Smith.,4533567.26,1069623.7368246368,"Moyer LLC,Wolf-Sanchez,Parks-Peterson"
BATES PLC,3707185.27,973482.0825403209,"Mitchell Group,Scott, Perkins and Burton,Valentine, Park and Hernandez"
PARKER INC,1124406.35,377481.33272020874,"Rosario-Mclean,Cook-Walter"
"HAWKINS, HENDRIX AND HAYES",4257557.3,575912.4693016242,"Neal and Sons,Solomon Inc,Owen and Sons"
"GONZALES, HOWARD AND ARIAS",4272656.45,-133808.36469401524,Ewing Inc
Mcmillan Group,2443028.42,526512.656294576,Turner-Johnson
MYERS-GONZALEZ,3808354.47,-59780.20362487587,Davis and Sons
ROBINSON-JENKINS,2152754.52,246517.7848347803,"Barrett PLC,James, Walker and Castro"
CLAY LTD,1871776.01,-174002.9944406559,"Lamb and Sons,Miller LLC"
"RICE, SULLIVAN AND BROOKS",3670680.17,48206.51278989187,"Martinez-Thompson,Wood-Nichols"
Armstrong PLC.,843430.73,263084.5283341418,"Chavez LLC,Allen Ltd"
Knight-Robinson,1720236.87,603273.1158718189,"Peck, Rhodes and Holt,Hogan-Hutchinson"
"Stone, Riggs and Johnson",1063839.24,-94727.82464990098,"Perez-Berry,Hammond and Sons,Rice-Burton"
Snyder and Sons,1882210.24,414388.42779404623,"Newman, Johnston and Welch,Bowers-Cooper,Brooks, Gilbert and Wilcox"
"VEGA, BROWNING AND HERNANDEZ",549486.12,174769.5579563234,Solomon PLC
WILLIAMS-LOPEZ,1271164.08,318978.4238080984,"Villarreal, Chan and Mendoza"
RAMOS-BAKER,2606343.08,550978.0299018791,"Haney, Morgan and Watson,Mccullough and Sons,Tyler, Mendoza and Lindsey"
SHEPHERD INC,1001246.84,-125.46316450938791,"Hall-Yates,Anderson Ltd"
LEONARD-JOHNSON,810264.26,141042.19888485357,Harris-Morrison
"CARRILLO, MURPHY AND LOPEZ",454124.17,-20337.7426452578,"Hart-Bryant,Castillo-Dawson,Taylor PLC"
MARTIN AND SONS,4886681.86,156679.29277366592,Floyd-Conner
PETERS GROUP,3239521.14,208399.73296950688,"Miller and Sons,Pierce, Williams and Harris"
Walton-Blair.,4180184.64,1023941.3088966002,"Robinson LLC,Mcdonald-Jones"
"Martinez, Santana and Logan",4908030.16,1581244.2423924694,"Hawkins, Green and Freeman"
Johnson LLC.,914490.2,82190.16297192193,"Rodriguez-Buchanan,Walls, White and Baker"
"BONILLA, WILLIAMSON AND BENSON",3278318.11,-307571.45596237766,"Smith, Ryan and Gonzalez,Phillips-Ramos,Torres PLC"
"Hernandez, Barnes and Blackwell",2169911.06,571393.9655268422,"Ortiz, Serrano and Sharp,Gallagher, White and Reynolds"
Rogers LLC,68107.89,25008.243960560176,"Casey LLC,Phillips, Bates and Stephenson,Watson, Hernandez and Graham"
"MORALES, BAUTISTA AND ROSS",1398004.08,214544.22933460327,"Campbell Group,Stark, Carroll and Atkins,Davis PLC"
Nelson PLC,4284380.23,529266.8842109728,"Lynch, Cruz and Clarke"
LEWIS GROUP,2790083.75,-278771.614800885,Beck and Sons
Mccullough Ltd,3276433.96,419724.17023159424,"Wallace, Ortiz and Murray,Neal, Gomez and Watkins"
Walker-Nelson.,3586123.76,292797.2277419515,"Bell, Williamson and Duncan,Hill-Mckay"
"Jackson, Bowman and Drake.",2742976.0,238488.54268711433,Hawkins PLC
"Peters, Golden and Ballard.",543737.91,111697.84032002834,Wolf-Powell
"Oneal, Osborne and Kelly",3586771.69,-165411.6032387647,"Turner-Novak,Guzman Inc"
Webb-Ortega.,3295698.91,1246087.8093672686,Young-Frederick
"KELLER, GONZALES AND JOHNSON",4677188.32,1493931.6257476278,"Chandler-Robinson,Miles PLC"
SMITH AND SONS,4078068.33,-196656.76834796384,"Maldonado LLC,Marquez LLC,Sullivan PLC"
Boone-Morrison,1375243.44,525063.5017602363,"Gonzalez-Mitchell,Graham, Stewart and Brown"
Martinez Ltd.,4216941.41,733338.7016356121,"Lamb, Chapman and Brown,Walker-Cervantes"
Matthews PLC.,3436190.37,1239076.0979066652,"Ortiz, Boyd and Conway"
Santos Group,3806267.37,689467.6738221305,"Solomon, Hayes and Miller,Howe PLC,Evans, Sheppard and Schaefer"
Tyler and Sons.,4388611.4,487983.6774742935,"Stark, Church and Cortez"
"SINGLETON, WHITAKER AND GRIFFIN",3354568.35,-163.6739776437392,Reese Inc
JOHNSTON PLC,3923943.43,7849.659148814054,"Evans Ltd,Clark-Jones,Cantu-Pope"
Baker Group.,3467751.02,-265317.8363939942,"Gibson, Nelson and Flores,Rodriguez-Mann"
Hall Inc,3106602.86,902351.4668267097,"Simpson, Vargas and Padilla,Cunningham and Sons"
Lopez Inc,1477946.83,-16681.660884684832,"Taylor, Duncan and Gonzalez,Silva, Smith and Marshall,Edwards, Brown and Simpson"
"WILLIAMS, HICKS AND WILKERSON",2787427.12,-97467.2252760573,"Russell and Sons,Malone LLC,White and Sons"
Wong Inc,209303.54,76252.23482673266,"Fisher Ltd,Stewart-Walker,Ruiz Inc"
Duncan-Barber,4785368.71,767109.6478132022,"Jones and Sons,Paul Group,Mcmillan, Hernandez and Smith"
SMITH-CLARK,1753520.72,599175.1707919599,"Hoover and Sons,Simpson, Peck and Harmon,Nunez, Landry and Ray"
SINGH-WILLIAMSON,3765751.89,622288.4203871562,"Peters, Wood and Green,Thomas, Berry and Ballard,Kaufman and Sons"
"GREEN, ABBOTT AND SMITH",4523437.33,935675.4929533752,"Ibarra-Le,Mccarthy PLC,Barker and Sons"
DELGADO PLC,4580502.83,1706209.06636407,"Cooper Group,Smith Inc"
Bentley Inc,1608360.66,-94615.47641435872,Lane Ltd
Ward Inc,3354972.28,962176.3019842497,"Smith Group,Vazquez, Owen and Day,Miranda Inc"
"Page, Snyder and Gonzalez.",3236340.18,1197043.1226870078,"Herrera-Kaiser,Green-Schroeder,Bradford-Velasquez"
WHITE AND SONS,446729.28,-32551.359881838798,"Cruz, Archer and Harris,Key and Sons"
WHEELER PLC,1300653.32,122282.6150994076,"Norman Inc,Todd, Henson and Moore,Sutton-Jensen"
BOWEN LLC,600345.75,-58263.87698468115,"Dougherty Inc,Johnson-Vaughn,Maxwell Group"
Buck-Bennett.,1913253.74,595138.9757222367,Bullock Group
AGUIRRE-ANDERSON,1961052.9,585849.4663512227,"Mcdonald-Johnson,Alexander Inc,Harris-Serrano"
Martinez-Cruz.,4787384.33,-452048.26802449045,"Green-Walton,Rice, Zavala and Barry,Peters LLC"
West Group.,2690388.72,1004832.4614269233,"Martinez, Barry and Reynolds,Huff, Lawson and Russell"
"Benson, Salinas and Holmes",813162.24,8451.995863860606,"Wells PLC,Harmon-Krueger"
Carlson-Cole,4258424.73,1559370.9731697696,"Larson, Ford and Page,Scott-Graham,Willis Inc"
Guerra PLC.,500029.98,131405.1929165025,"Wilson-Adams,Powell, Tran and Johnson"
Case Group,1432834.35,-93271.15102547548,Gregory LLC
Poole-Brown.,3470356.07,-82603.21619900929,"Hamilton-Allen,Smith, Walker and Hart,Sanders, Spears and Green"
Chavez and Sons.,1390632.38,110893.19770478163,"Jackson PLC,Ortega Inc,Moyer, Richard and Larson"
LOPEZ INC,1534304.26,269785.790499785,Pacheco Ltd
Horn-Long,3639852.58,1259580.4209611856,"Larson LLC,Davis, Harris and West,Odom, Davis and Anderson"
Griffin-Warner,4532454.85,796791.9619253895,"Brown Ltd,Dalton LLC,Stewart LLC"
CORTEZ AND SONS,1968566.75,680570.4791355006,"Pennington, Smith and Ingram,Vasquez-Reynolds,Reyes, Andrews and Nixon"
Todd PLC.,1825689.13,-172900.35250309334,Taylor-Kramer
Ferguson LLC,3682239.85,521963.7875013315,"Mccarty LLC,Lee-Jones"
HANNA-HUYNH,3346242.14,531860.4758103512,"Ford and Sons,Henderson-Wallace"
"BAXTER, GARRETT AND EDWARDS",3271839.81,270412.28934792074,"Johns-Scott,Sweeney-Anderson,Fischer-Powell"
Richardson LLC,2586695.19,197750.27061633253,"Wallace Group,Hicks, Lewis and Sanders"
"Miller, Carney and Velasquez.",1065470.35,-6975.807089522932,"Rocha, Smith and Henderson,Bishop-Jackson"
"CARTER, JOHNSON AND ROBBINS",1657821.58,-71834.48866466957,"Lee-Richardson,Moreno, Benjamin and Nelson,Gaines, Newton and Ramirez"
CAIN LTD,4168491.33,-370066.07528049365,Murphy and Sons
HAMPTON-WILSON,2568087.65,887014.4843742409,"Keller, Church and Bean"
MAY GROUP,4791609.3,956782.6101245736,"Wilson, Brown and Todd,Gamble Group,Chambers LLC"
DIAZ-SMITH,2413525.31,23367.52858140721,"Wilcox-Nelson,Payne, Wilson and Sawyer"
LOPEZ-WARREN,3623692.12,258498.3866873155,"Hayes-Lopez,Smith-Martinez"
FOX-WILLIAMS,669743.86,-61428.02703908101,"Werner, Hale and Spears,Larsen Ltd,Acevedo, Frye and Torres"
Brown and Sons,4389985.66,727486.3642762717,Ferguson-Suarez
Wells LLC,4485875.07,1289398.4496601059,"Olson PLC,Jefferson-Davis,Crawford Group"
Day Inc.,1155136.42,347869.4460908821,"Downs-Leblanc,Holt Group"
WEEKS INC,3831635.86,1360394.2581493394,"Clark, Reyes and Mack"
Freeman-Wagner,2894155.86,-118908.41365616623,Cochran Group
DAVIS PLC,1817726.25,-41100.08058752585,"Ramirez, Castillo and Wolfe,Boyer Ltd,Barton, Sellers and Woodard"
Wallace Inc.,3063284.58,1212752.3345257982,"Singh LLC,Anderson Group"
"Solomon, Smith and Meadows",1857362.71,329599.55927201954,"Fowler and Sons,Taylor-Franklin"
Moore-Gonzalez,4276444.62,982048.8346020114,"Shepherd-Jarvis,Crane, Williams and Mitchell,Estes, Campbell and Mitchell"
SMITH-MONTES,1698804.85,297780.28682585765,"Smith, Alexander and Shelton,Tapia, Henderson and Lamb,Henderson-Reed"
Armstrong-Brooks,4118044.77,559371.8524248558,"Schmidt, Graham and Manning,Abbott-Sullivan,Jordan Group"
SPENCER AND SONS,409398.29,-33211.34353385858,"Elliott and Sons,Morrison Group"
ALLEN-LOPEZ,4818013.81,-343372.53390729637,"Davis, Barker and Smith"
Jensen-Perez.,981785.01,286661.31494809256,"Kramer-Rollins,Nunez and Sons,Haney-Hardy"
Mcintyre Group.,1203890.56,-120216.1340630326,Mccoy Inc
WALTERS-LEON,86678.95,21826.709803490878,"Ramirez, Osborn and Clarke"
"Roberts, Cantu and Perez.",1139214.61,434642.920777413,"Jones-Boyd,Terry-Archer"
WOLFE LLC,2536128.1,454766.71421588666,"Garcia LLC,Santana-Oconnor,Hunter, Tapia and Rivera"
Thompson Ltd.,3852136.29,1073731.5360169006,"Peters Inc,Cox PLC"
SOLIS INC,3945393.53,40208.14253491712,"Kim, Cox and Diaz,Douglas Inc,Lam, Rojas and Holder"
"MILLS, MOORE AND SMITH",2682903.02,671823.8032410557,"Reilly-Clark,Lee-Smith"
White-Garza.,389383.81,142396.92724344204,"Robinson Group,Cole PLC"
"Johnson, Hernandez and Jackson",4736119.36,1144026.9384284567,"Weber, Williams and Chavez"
FORD INC,1334372.81,19486.868359697524,Jennings Group
HERNANDEZ PLC,4601738.77,1094781.5511401966,"Williams PLC,Robinson and Sons,Peters, Hughes and Lawson"
Walker Ltd,4241572.87,363071.2899606797,"Chen-Maldonado,Gonzales-Stein"
